,name,rating,reviews_count,description,city
2358,Truman Annex Park,4.8,25,"Tiny, shaded green space with a fountain",Key West
2359,The Studios of Key West,4.8,34,nan,Key West
2360,Bayview Park,4.4,458,"Park for sports, play & picnics",Key West
2361,"Papa�s Pilar Rum Distillery, Hemingway Rum Company",4.4,176,nan,Key West
2362,Sunset Watersports Key West Waverunners,4.4,99,nan,Key West
2363,Rest Beach,4.3,28,White sandy beaches with a palm fringe,Key West
2364,Alan S Maltz Gallery,4.9,63,Art and fine-art photography,Key West
2365,John Pennekamp Dive Shop,4.7,39,Park,Key West
2366,The Pier House Beach,5.0,3,Beach and honeymoon,Key West
2367,Key West Firehouse Museum,4.9,81,Historical exhibits about firefighting,Key West
2368,Ibis Bay Jet Ski Rental,4.2,76,Beach,Key West
2369,90 Miles to Cuba marker,4.7,120,nan,Key West
2370,Higgs Beach Memorial Pier,4.6,111,Beach,Key West
2371,Gallery On Greene,4.6,26,Art,Key West
2372,Key West Wildlife Center (24 hour rescues),4.6,93,Wildlife,Key West
2373,Indigenous Park,4.4,101,Leafy park housing native wildlife,Key West
2374,Clinton Square Market,4.2,300,Shopping mall in a vintage building,Key West
2375,Key West Historic Memorial Sculpture Garden,4.7,35,nan,Key West
2376,Key West Bight,4.6,23,Marina,Key West
2377,7 Artists & Friends,4.8,46,Art,Key West
2378,Dagny Johnson Key Largo Hammock Botanical State Park,4.0,667,Plant & animal preserve with trails,Key West
2379,"Art On Duval Key West, A Procaccini Gallery",4.9,54,nan,Key West
2380,Conch Tour Train,4.3,146,nan,Key West
2381,Guild Hall Gallery,4.8,32,Art museum and art,Key West
2382,"TENNESSEE WILLIAMS KEY WEST EXHIBIT, Inc.",4.5,50,Museum,Key West
2383,Dry Tortugas,4.6,30,"Snorkeling, fishing, and camping",Key West
2384,Mallory Square Key West,4.7,13,nan,Key West
2385,Gingerbread Square Gallery,4.7,3,"Art, painting, and art museum",Key West
2386,Turtle Cannery Museum,4.4,23,Exhibitions dedicated to turtle fishing,Key West
2387,African Cemetery,4.8,25,History,Key West
2388,Harrison Gallery,5.0,3,Art and art museum,Key West
2389,DE LA Gallery,4.6,16,Fine-art photography and art,Key West
2390,The Kapok Tree,4.7,29,nan,Key West
2391,Hellings House Museums,4.7,7,Museum,Key West
2392,Florida Keys Wild Bird Rehabilitation Center,4.8,457,nan,Key West
2393,Island Style Gallery,4.4,32,Art,Key West
2394,Art at 830 LLC,4.8,22,Art,Key West
2395,Ibis Bay Paddle Sports,4.5,10,Sports,Key West
2396,Key West Literary Seminar,5.0,4,Literature,Key West
2397,Caroline Street,4.5,2,Old Key West street with conch houses,Key West
2398,Casa Antigua,4.5,6,nan,Key West
2399,Overseas Highway,0.0,0,Scenic stretch of famed Route 1,Key West
2400,The Key West Nature Preserve,4.1,78,Nature and park,Key West
2401,Yankee Freedom- Dry Tortugas National Park Museum,4.5,19,Museum,Key West
2402,Key West Visit,5.0,4,nan,Key West
2403,Sunset Key,4.8,49,Tiny island with homes & guest cottages,Key West
2404,Reef Relief,4.2,20,Coral reef,Key West
2405,Universal Orlando Resort,4.7,158022,Theme park with movie-themed rides,Orlando
2406,Universal's Islands of Adventure,4.7,79462,Roller coasters & other attractions,Orlando
2407,Universal Studios Florida,4.7,116979,Big park with movie-themed attractions,Orlando
2408,SeaWorld Orlando,4.5,86096,Aquatic theme park with shows & rides,Orlando
2409,Lake Eola Park,4.7,19380,Scenic public park with swan boats,Orlando
2410,Walt Disney World� Resort,4.7,235427,"Famed theme parks, lodging, shops & more",Orlando
2411,Universal CityWalk Orlando,4.7,79822,Center for dining & family entertainment,Orlando
2412,Universal's Volcano Bay,4.5,22620,Water park with thrill rides & pools,Orlando
2413,Orlando Science Center,4.6,6790,Interactive science exhibits & 3-D films,Orlando
2414,Harry P Leu Gardens,4.7,4452,Botanic garden & 19th-century home,Orlando
2415,ICON Park,4.6,37261,Entertainment area & observation wheel,Orlando
2416,Epcot,4.7,122134,Future World & World Showcase theme park,Orlando
2417,Magic Kingdom Park,4.7,192455,Famed amusement park with 6 themed lands,Orlando
2418,The Wizarding World of Harry Potter - Diagon Alley,4.8,16396,Famed lane with wand shop & goblin bank,Orlando
2419,The Wheel at ICON Park�,4.6,17935,Observation wheel for sweeping views,Orlando
2420,Fun Spot America Theme Parks,4.5,13838,Amusement park with arcade & go-karts,Orlando
2421,Orlando Museum of Art,4.5,1825,African & contemporary American art,Orlando
2422,Discovery Cove Orlando,4.8,9786,Swimming with dolphins & snorkeling spot,Orlando
2423,Gatorland,4.6,18484,Wild animal park with educational shows,Orlando
2424,Disney Springs,4.7,173131,"Dining, shopping & live entertainment",Orlando
2425,Disney's Typhoon Lagoon Water Park,4.7,10869,Swimming area with oceanlike swells,Orlando
2426,Disney's Animal Kingdom Theme Park,4.7,109886,"Exotic encounters, thrill rides & shows",Orlando
2427,Disney's Hollywood Studios,4.6,114049,Movie-themed park with shows & rides,Orlando
2428,Amway Center,4.6,13898,Sizable arena hosting sports & concerts,Orlando
2429,Madame Tussauds Orlando,4.6,6172,Wax museum featuring notable Americans,Orlando
2430,WonderWorks Orlando,4.3,8026,"Hands-on exhibits, laser tag & more",Orlando
2431,LEGOLAND� Florida Resort,4.4,24523,Lego-themed hotel with a pool & dining,Orlando
2432,SEA LIFE Orlando Aquarium,4.4,9207,"Aquarium, wax museum, turtles, seahorses, and sea turtles",Orlando
2433,Ripley's Believe It or Not!,4.2,8523,Museum,Orlando
2434,Crayola Experience Orlando,4.3,6058,nan,Orlando
2435,Aquatica Orlando,4.5,26184,Aquatic theme park with shows & rides,Orlando
2436,The Escape Game Orlando,4.9,5386,Themed spaces for team-building games,Orlando
2437,Kennedy Space Center Visitor Complex,4.7,20992,John f. kennedy and museum,Orlando
2438,Titanic: The Artifact Exhibition,4.5,3005,Museum with Titanic artifacts & tours,Orlando
2439,Dr. Phillips Center for the Performing Arts,4.7,5884,Sizable theater with a variety of shows,Orlando
2440,Old Town,4.5,30108,"Theme park with food, shops & rides",Orlando
2441,Central Florida Zoo & Botanical Gardens,4.3,7231,"Reptiles, monkeys, leopards & a zip line",Orlando
2442,Kennedy Space Center,4.7,47254,Spacecraft & shuttle launch simulation,Orlando
2443,Andretti Indoor Karting and Games- Orlando,4.4,9530,Go kart & game center with a restaurant,Orlando
2444,Orlando Outlet Marketplace,4.5,46980,Shopping mall for clothes & gift outlets,Orlando
2445,Loews Portofino Bay Hotel at Universal Orlando,4.6,7959,Elegant hotel with a theme park shuttle,Orlando
2446,The Mall at Millenia,4.6,24403,Upscale mall with many designer shops,Orlando
2447,Blue Spring State Park,4.8,12148,Outdoor sanctuary for water activities,Orlando
2448,Scenic Boat Tour,4.8,2189,nan,Orlando
2449,The Charles Hosmer Morse Museum of American Art,4.8,1729,Venerable showcase for Tiffany art,Orlando
2450,The Simpsons Ride,4.5,9682,Simulator ride based on the TV show,Orlando
2451,Jurassic Park River Adventure�,4.7,5361,Water-based thrill ride with dinosaurs,Orlando
2452,The Incredible Hulk Coaster,4.8,4719,Launched rollercoaster with 7 inversions,Orlando
2453,Harry Potter and the Forbidden Journey�,4.8,3884,Hogwarts ride with special effects,Orlando
2454,Mennello Museum of American Art,4.5,400,American art & lakeside sculpture garden,Orlando
2455,SAK Comedy Lab,4.8,1366,Club featuring local improv artists,Orlando
2456,Pointe Orlando,4.4,9502,nan,Orlando
2457,Hagrid�s Magical Creatures Motorbike Adventure,4.7,2349,"Thrill ride through a ""Forbidden Forest""",Orlando
2458,Pirate's Cove Adventure Golf,4.7,4745,Golf,Orlando
2459,Hollywood Rip Ride Rockit,4.6,1945,Musical megacoaster at Universal Studios,Orlando
2460,The Wizarding World of Harry Potter - Hogsmeade,4.8,6128,Themed village for shopping & dining,Orlando
2461,Disney's Blizzard Beach Water Park,4.6,8574,"Waterslides, a lazy river & a snow theme",Orlando
2462,Jurassic World VelociCoaster,4.9,1735,Roller coaster and park,Orlando
2463,Skull Island: Reign of Kong,4.4,3866,Animatronic effects on jungle expedition,Orlando
2464,Harry Potter and the Escape from Gringotts�,4.6,1064,Indoor roller coaster & motion simulator,Orlando
2465,MEN IN BLACK Alien Attack,4.4,3476,Interactive ride with multiple endings,Orlando
2466,Orlando Starflyer,4.7,1737,Double-seat swings around a tall tower,Orlando
2467,Bill Frederick Park,4.6,2431,Scenic park & camping on Turkey Lake,Orlando
2468,Pirates Dinner Adventure,4.3,4891,Dinner theater set on a Spanish ship,Orlando
2469,Axecelsior Axe Throwing,5.0,1330,nan,Orlando
2470,Dezerland Park Orlando,4.4,3948,"Minigolf, go-karts & a bowling alley",Orlando
2471,Mead Botanical Garden,4.5,2101,Oasis with habitats & gardens galore,Orlando
2472,E.T. Adventure,4.4,963,Movie-based ride with a flying bike,Orlando
2473,ICEBAR Orlando,4.4,2130,"Bar carved from ice, plus a dance lounge",Orlando
2474,Orange County Regional History Center,4.7,695,Displays dedicated to local history,Orlando
2475,Hogwarts Castle,4.8,745,Castle replica & Forbidden Journey ride,Orlando
2476,Nona Adventure Park,4.8,1002,Inflatable water park & wakeboarding,Orlando
2477,Dudley Do-Right's Ripsaw Falls�,4.5,490,Log flume ride with water dips,Orlando
2478,Transformers: The Ride - 3D,4.6,945,Movie-based thrill ride with 3D effects,Orlando
2479,Chocolate Kingdom - Factory Adventure Tour,4.6,1952,nan,Orlando
2480,Canaveral National Seashore,4.8,3221,"Secluded, scenic oceanside park",Orlando
2481,Popeye & Bluto's Bilge-Rat Barges�,4.6,628,Soaking wet raft ride for all ages,Orlando
2482,Despicable Me Minion Mayhem,4.3,556,Family-friendly theme park ride,Orlando
2483,Woody Woodpecker's Nuthouse Coaster,4.4,351,Gentle roller coaster with Woody jokes,Orlando
2484,Seuss Landing,4.6,132,Kid-oriented area with Dr. Seuss rides,Orlando
2485,Hogwarts� Express: Hogsmeade� Station,4.6,243,nan,Orlando
2486,Escapology Escape Rooms Orlando,4.7,1392,nan,Orlando
2487,Flight of the Hippogriff�,4.1,300,Kids' Harry Potter�themed roller coaster,Orlando
2488,Taverna Opa Orlando,4.4,2797,nan,Orlando
2489,Sleuths Mystery Dinner Shows,4.5,2036,Dining meets comic whodunit drama,Orlando
2490,Winter Park,0.0,0,Morse Museum of Art & Central Park,Orlando
2491,iFLY Indoor Skydiving - Orlando,4.7,1952,Parachuting and adventure,Orlando
2492,"Jungle Adventures, A Real Florida Animal Park",4.2,1219,Zoological park with alligator feedings,Orlando
2493,Chocolate Museum & Cafe,4.6,2000,Chocolate sculptures & history exhibits,Orlando
2494,Arnold Palmer's Bay Hill Club & Lodge,4.7,1082,Stylish lodging with golf course access,Orlando
2495,Tibet-Butler Nature Preserve,4.6,1068,Park with hiking trails & nature center,Orlando
2496,"Basilica of the National Shrine of Mary, Queen of the Universe",4.9,2336,Modern Catholic church with statues,Orlando
2497,Doctor Doom's Fearfall�,4.0,349,Gravity-defying launch & drop ride,Orlando
2498,Krakatau Aqua Coaster,4.7,18,nan,Orlando
2499,Spaceship Earth,4.6,3637,"Iconic, geodesic sphere with a dark ride",Orlando
2500,The High in the Sky Seuss Trolley Train Ride!,4.2,68,nan,Orlando
2501,Universal Boulevard,0.0,0,"Park, roller coaster, wizarding world, amusement park, and water park",Orlando
2502,Museum of Illusions Orlando,4.4,1233,Museum,Orlando
2503,Kang & Kodos' Twirl 'n' Hurl,4.1,50,Simpsons-themed carousel ride for kids,Orlando
2504,Vizcaya Museum & Gardens,4.7,10473,"Art, antiques & gardens on Biscayne Bay",Miami
2505,Wynwood Walls,4.7,37724,Outdoor museum with creative street art,Miami
2506,Bayside Marketplace,4.5,56578,Sizable center with shops & restaurants,Miami
2507,Bayfront Park,4.6,15841,Gathering place with a big fountain,Miami
2508,Phillip & Patricia Frost Museum of Science,4.4,5901,"Interactive exhibits, classes & shows",Miami
2509,P�rez Art Museum Miami,4.5,5579,Sleek venue showcasing global modern art,Miami
2510,Miami Children's Museum,4.5,2982,"56,500 sq. ft. of fun for kids",Miami
2511,Zoo Miami,4.5,16824,"Vast home to more than 2,000 animals",Miami
2512,Venetian Pool,4.4,3104,Historic swimming spot with waterfalls,Miami
2513,Art Deco Welcome Center,4.6,4286,Miami's iconic Art Deco district,Miami
2514,Everglades National Park,4.6,11047,"Waterway Trail, gators & mangrove tours",Miami
2515,Jungle Island,4.1,3491,Tropical attraction with exotic animals,Miami
2516,Fairchild Tropical Botanic Garden,4.8,2246,Expansive park with a tram & events,Miami
2517,Lincoln Road,4.5,42224,Stylish promenade for shopping & dining,Miami
2518,Crandon Park,4.5,8895,"Beaches, carousel & a nature preserve",Miami
2519,South Pointe Park Pier,4.8,5220,"Scenic, seafront outdoor recreation spot",Miami
2520,Calle Ocho Walk of Fame,4.5,6353,Sidewalk stars with Cuban pop names,Miami
2521,FTX Arena,4.7,17998,nan,Miami
2522,Little Havana,0.0,0,"Cuban cafes, art galleries & Calle Ocho",Miami
2523,South Beach,0.0,0,Nightlife & Ocean Drive art deco hotels,Miami
2524,Miami Beach,0.0,0,Art deco South Beach & the glitterati,Miami
2525,Bill Baggs Cape Florida State Park,4.7,9294,"Sun, surf, sand on the bay & ocean",Miami
2526,HistoryMiami Museum,4.6,804,Museum & tours documenting Miami history,Miami
2527,Freedom Tower at Miami Dade College,4.5,426,Monument to Cubans who fled Castro,Miami
2528,Coral Castle,4.4,3076,Outdoor sculptures carved from coral,Miami
2529,Lummus Park,4.6,19294,"Beach access, playground & fitness gear",Miami
2530,Miami Design District,0.0,0,"Luxe shops, galleries & Fly�s Eye Dome",Miami
2531,Holocaust Memorial Miami Beach,4.8,2614,Outdoor museum with iconic statue & wall,Miami
2532,Dolphin Mall,4.6,52569,Sprawling mall with a theater & bowling,Miami
2533,Ocean Drive,4.7,385,Street lined with Art Deco buildings,Miami
2534,Deering Estate,4.7,1557,Sprawling historic site & preserve,Miami
2535,Haulover Park,4.7,16105,Busy beachfront park with marina,Miami
2536,Skyviews Miami Observation Wheel,4.7,1326,Private gondolas with skyline views,Miami
2537,Lock & Load Miami: Machine Gun Experience & Range,4.7,666,Public shooting range & weapons museum,Miami
2538,Institute of Contemporary Art,4.5,694,Sleek museum for cutting-edge works,Miami
2539,Miami Seaquarium,3.7,13233,Popular attraction for sealife & shows,Miami
2540,Monkey Jungle,4.2,1169,Zoological park hosting monkeys & more,Miami
2541,The Wolfsonian-Florida International University,4.6,549,Museum showcasing Industrial Age design,Miami
2542,"The Kampong, National Tropical Botanical Garden",4.6,314,Botanical garden with tropical fruit,Miami
2543,Seminole Hard Rock Hotel & Casino Hollywood,4.5,38548,Posh music-themed lodging with a casino,Miami
2544,Cubaocho Museum & Performing Arts Center,4.4,821,"Cuban art, music & alcoholic drinks",Miami
2545,Superblue Miami,4.2,1274,Gallery with installations & digital art,Miami
2546,The Bass,4.3,627,Art & artifacts from ancient to modern,Miami
2547,Historic Virginia Key Beach Park,4.6,7890,Sandy beachfront & recreation area,Miami
2548,The Ancient Spanish Monastery,4.6,1043,Reconstructed 12th-century cloisters,Miami
2549,Wynwood,0.0,0,Hip boutiques & murals at Wynwood Walls,Miami
2550,The Wharf Miami,4.5,4660,nan,Miami
2551,1 Hotel South Beach,4.6,3475,nan,Miami
2552,Coconut Grove,0.0,0,Luxury shopping & the Vizcaya Museum,Miami
2553,ZWF Miami,4.4,731,Venue for wildlife tours & interactions,Miami
2554,Maurice A. Ferr� Park,4.6,4486,Oceanside park with amphitheater,Miami
2555,New World Center,4.7,146,Eminent music academy with an orchestra,Miami
2556,Museum of Contemporary Art,4.4,455,Collections of new & established artists,Miami
2557,Downtown Miami,0.0,0,Arts at Adrienne Arsht Center & shopping,Miami
2558,Hobie Island Beach Park,4.6,1999,Petite hangout famous for windsurfing,Miami
2559,David T. Kennedy Park,4.7,2136,City park for working out & more,Miami
2560,Margaret Pace Park,4.7,2411,Waterfront plaza with sports & paths,Miami
2561,Rubell Museum,4.7,548,Contemporary art exhibits & programming,Miami
2562,Jewish Museum of Florida-FIU,4.5,334,Jewish experience in Florida since 1763,Miami
2563,The Barnacle Historic State Park,4.5,708,Old Florida bayside home & grounds,Miami
2564,Cape Florida Lighthouse,4.8,2950,Historic lighthouse with guided tours,Miami
2565,Espa�ola Way,4.7,137,Vibrant dining & shopping street,Miami
2566,World Erotic Art Museum,4.3,983,Erotic art from 300 BC to the present,Miami
2567,Peacock Park,4.6,1343,Urban park with sports facilities,Miami
2568,Nikki Beach Miami,4.3,5481,Swanky eatery & club on the beach,Miami
2569,Museum of Graffiti,4.6,269,Museum and art,Miami
2570,Alice Wainwright Park,4.6,1267,Green space & benches with water views,Miami
2571,MDC's Tower Theater Miami,4.7,616,Historic movie palace with lectures,Miami
2572,Little Haiti Cultural Center,4.6,989,Afro-Caribbean performing & visual arts,Miami
2573,Gesu Church,4.8,852,South Florida's oldest Catholic church,Miami
2574,Venetian Causeway Bridge,4.7,377,Bridges connecting 11 manmade islands,Miami
2575,FunDimension,4.3,1011,Huge indoor playground with games,Miami
2576,Grapeland Water Park,4.1,1422,Open space with ball fields & water park,Miami
2577,Miami Beach Boardwalk,4.6,19,Beach,Miami
2578,Santuario Nacional de Nuestra Se�ora de la Caridad - Ermita de la Caridad,4.8,724,Shrine and history,Miami
2579,Miami Tower,4.6,365,Skyscraper with colorful lights at night,Miami
2580,Matheson Hammock Park & Marina,4.5,3487,Calm & breezy beach for family swimming,Miami
2581,Miami Circle National Historic Landmark,4.5,295,Archaeological site with river views,Miami
2582,Parque BaySide,0.0,0,nan,Miami
2583,de la Cruz Collection,4.7,163,Contemporary-art collector�s museum,Miami
2584,Domino Park,4.4,193,Lively space for chess & dominoes,Miami
2585,Everglades Safari Park,4.4,5569,Scenic airboat rides & wildlife viewing,Miami
2586,The Margulies Collection at the WAREhOUSE,4.7,114,Modern & vintage art in a vast space,Miami
2587,American Museum of the Cuban Diaspora,4.7,182,Museum and art,Miami
2588,Museum of Illusions Miami,4.2,853,Photo-friendly tricks of perspective,Miami
2589,The Underline,4.7,68,nan,Miami
2590,Panorama Tower,4.3,252,nan,Miami
2591,Tropical Park,4.6,10572,Hiking & biking plus 4 separate lakes,Miami
2592,Coral Gables Museum,4.4,323,City history in a coral-rock landmark,Miami
2593,Everglades Holiday Park Airboat Tours and Rides,4.4,10605,nan,Miami
