,Name,Street Address,Type,Reviews,No of Reviews,Comments,Contact Number,Trip_advisor Url,Menu,City,State
1199,John Henry's Cafe,1785 E Tahquitz Canyon Way," American, Vegetarian Friendly, Vegan Options",4.0,411,No comments,+1 760-327-7667,https://www.tripadvisor.com//Restaurant_Review-g32847-d469205-Reviews-John_Henry_s_Cafe-Palm_Springs_Greater_Palm_Springs_California.html,Check The Website for a Menu,Palm Springs, CA
1200,John Howie Steak,11111 NE 8th St Ste 125," American, Steakhouse, Gluten Free Options",4.5,564,"John Howie Steak is an outstanding that is outstanding in virtually every way.  That said it's also very expensive but, on special occasions, worth it.  The restaurant adds an automatic 20% service charge to the entire bill that is NOT shared with the staff.  That...More",+1 425-440-0880,https://www.tripadvisor.com//Restaurant_Review-g58349-d1631266-Reviews-John_Howie_Steak-Bellevue_Washington.html,Check The Website for a Menu,Bellevue, WA
1201,John Riccitello Restaurant,1687 Foster Ave," Italian, Vegetarian Friendly",4.5,61,"As usual, the food never disappoints. Great veal marsala, veal piccata and chicken parmesan. Amazing mussels as an appetizer (with spinach and crumbled sausage). Salads were delicious this time! Great desserts (cheesecake, spumoni, chocolate cream pie). The only issue this time was a really bad...More",+1 518-374-1574,https://www.tripadvisor.com//Restaurant_Review-g48572-d420280-Reviews-John_Riccitello_Restaurant-Schenectady_New_York.html,Check The Website for a Menu,Schenectady, NY
1202,John Thomas Steakhouse,1152 Danby Rd," American, Steakhouse, Gluten Free Options",4.0,258,"The ambience, food and service were all excellent. With a student at Cornell we look forward to more dinners there!",+1 607-273-3464,https://www.tripadvisor.com//Restaurant_Review-g47958-d475552-Reviews-John_Thomas_Steakhouse-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu,Ithaca, NY
1203,John's Coffee Shop,823 2nd Ave," American, Cafe, Diner",4.5,210,"Great place, nice people.  I had an egg white, American cheese and potato egg sandwich which was delicious but I thought it was a bit pricey $9.  My boyfriend had an omelet and potatoes which was awesome.  Will visit again when in the city.  Quick...More",+1 212-867-4955,https://www.tripadvisor.com//Restaurant_Review-g60763-d5059946-Reviews-John_s_Coffee_Shop-New_York_City_New_York.html,https://www.seamless.com/menu/johns-coffee-shop-823-2nd-ave-new-york/292498?utm_medium=grubhub-owned-menu-properties&utm_source=allmenus.com&utm_content=292498&utm_campaign=menu-page&affiliate=1079,New York City, NY
1204,John's of Bleecker Street,278 Bleecker St," Italian, Pizza, Vegetarian Friendly",4.5,1766,"Solid pizza place. If you can find a time to dine at John's of Bleecker Street when there isn't much of a line, you're in for a treat. The pizzas here have a solid base and you add your own toppings (optional). The crust is...More",+1 212-243-1680,https://www.tripadvisor.com//Restaurant_Review-g60763-d492818-Reviews-John_s_of_Bleecker_Street-New_York_City_New_York.html,https://slicelife.com/restaurants/ny/new-york/10014/john-s-of-bleecker-street/menu?utm_source=organic_tripadvisor&utm_medium=ta_menu,New York City, NY
1205,Johnny Rockets,"NEWPORT CENTRE MALL, 30 Mall Dr W"," American, Fast Food",4.5,120,It is one of the better burger places in Newport Centre Mall itself. Food was decent but tasted not as good as other Johnny Rockets. Service was pretty slow too for a restaurant that was not that packed the day I went.,+1 201-963-4002,https://www.tripadvisor.com//Restaurant_Review-g46531-d3677821-Reviews-Johnny_Rockets-Jersey_City_New_Jersey.html,https://www.johnnyrockets.com/menu/,Jersey City, NJ
1206,Johnny Rockets,651 Kapkowski Rd," American, Fast Food, Diner",4.0,236,Went to Johnny Rockets for lunch. Their chicken tenders and dips are fabulous. Good coffee and diner style decor,+1 908-994-0110,https://www.tripadvisor.com//Restaurant_Review-g46414-d457876-Reviews-Johnny_Rockets-Elizabeth_New_Jersey.html,https://www.johnnyrockets.com/menu/,Elizabeth, NJ
1207,Johnny's,433 State St," Italian, American, Vegetarian Friendly",4.5,661,Wonderful family atmosphere! Great food and plentiful portions. The piccata sauce is simply the best hands down. Geat selection of food and beverages!,+1 518-982-5657,https://www.tripadvisor.com//Restaurant_Review-g48572-d4058121-Reviews-Johnny_s-Schenectady_New_York.html,http://www.johnnysdowntown.com/menu,Schenectady, NY
1208,Jojo's Tavern,2677 Nottingham Way.," Italian, American, Bar",4.5,170,I’ve been going to jojos for years and I will continue to go for as long as I live ! The food has been consistently good for as long as I’ve been going . I will always call on Friday morning for my Friday evening...More,+1 609-586-2678,https://www.tripadvisor.com//Restaurant_Review-g46874-d4542638-Reviews-Jojo_s_Tavern-Trenton_New_Jersey.html,https://jojostavern.com/jojos-beer-menu/,Trenton, NJ
1209,Jon & Patty's Coffee Bar & Bistro,637 Asbury Ave," American, Cafe, Vegetarian Friendly",4.5,393,"Welcoming and trendy setting with creative twists to even the most basic dish! Great meal, great atmosphere—and the owners and staff couldn’t be more cordial.  Every item is beautifully presented and flavorful. You can stop in for a latte, or a full meal and won’t...More",+1 609-399-3377,https://www.tripadvisor.com//Restaurant_Review-g46696-d864694-Reviews-Jon_Patty_s_Coffee_Bar_Bistro-Ocean_City_Cape_May_County_New_Jersey.html,https://jonandpattys.com/menu/,Ocean City, NJ
1210,Jorge's Mexican Restaurant,6051 South Bell Street," Mexican, Southwestern, Vegetarian Friendly",4.0,111,Decent service.  Nothing to write home about.  Got the fajitas and the meat was way over seasoned and the beef was super chewy. The tortillas were the only good thing of that meal.  My sister got the stuffed avocado meal and was not good.  It...More,+1 806-354-2241,https://www.tripadvisor.com//Restaurant_Review-g30165-d1504576-Reviews-Jorge_s_Mexican_Restaurant-Amarillo_Texas.html,http://jorgesmexican.com/index.php?page=menu,Amarillo, TX
1211,Jose Tejas,647 US Highway 46," Mexican, Southwestern, Vegetarian Friendly",4.0,405,"Jose Tejas is a great place to go to for lunch or dinner. It's very casual. You could go there on a date, or with family and friends. The menu is very reasonably priced and the portions are large. Unlimited chips and salsa. Ask for...More",+1 973-808-8201,https://www.tripadvisor.com//Restaurant_Review-g46431-d459300-Reviews-Jose_Tejas-Fairfield_New_Jersey.html,Check The Website for a Menu,Fairfield, NJ
1212,JP's Taproom & Grill,Kent-Kangley Road," American, Bar, Pub",4.0,32,My fiance and often hit JP's after work. They have great service and terrific food. We ended up going in on Saturday as a break from the yardwork mid day. Great service and great cold beer,+1 253-277-4354,https://www.tripadvisor.com//Restaurant_Review-g58537-d8795881-Reviews-JP_s_Taproom_Grill-Kent_Washington.html,Check The Website for a Menu,Kent, WA
1213,JT Schmid's Restaurant & Brewery,2610 E Katella Ave," Steakhouse, American, Brew Pub",4.0,406,No comments,+1 714-634-9200,https://www.tripadvisor.com//Restaurant_Review-g29092-d467929-Reviews-JT_Schmid_s_Restaurant_Brewery-Anaheim_California.html,Check The Website for a Menu,Anaheim, CA
1214,Jules Thin Crust,18 Witherspoon St," American, Vegetarian Friendly, Vegan Options",4.5,42,great location just off the main road in Princeton across from the university... they had a great selection of pizza with many veggie options... the food was delicious and was very reasonably priced... i will def come back...,+1 609-759-0082,https://www.tripadvisor.com//Restaurant_Review-g46756-d10468907-Reviews-Jules_Thin_Crust-Princeton_New_Jersey.html,http://julesthincrust.com/menus,Princeton, NJ
1215,Julia's Restaurant,2315 Durant Ave," Vegetarian Friendly, Gluten Free Options",4.5,132,No comments,+1 510-280-1547,https://www.tripadvisor.com//Restaurant_Review-g32066-d3685882-Reviews-Julia_s_Restaurant-Berkeley_California.html,Check The Website for a Menu,Berkeley, CA
1216,Juliana's Pizza,19 Old Fulton St," Pizza, Neapolitan, Campania",4.5,3095,"Went here for dinner after walking across the Brooklyn Bridge.  We thought the pizza was excellent.  We had to wait a bit for a table but it was worth it.  And once we ordered, the food came fast. My son got the spaghetti and meatballs...More",+1 718-596-6700,https://www.tripadvisor.com//Restaurant_Review-g60827-d3741802-Reviews-Juliana_s_Pizza-Brooklyn_New_York.html,http://julianaspizza.com/menus/,Brooklyn, NY
1217,Julio's Mexican Food,8050 Gateway Blvd E," Mexican, Southwestern, Latin",4.5,299,A friend of mine and I take a trip ever year to El Paso and have been going to Julio's at least once every trip for the alst 15 years. The last couple of years the food has been going down hill. The staff is...More,+1 915-591-7676,https://www.tripadvisor.com//Restaurant_Review-g60768-d404950-Reviews-Julio_s_Mexican_Food-El_Paso_Texas.html,Check The Website for a Menu,El Paso, TX
1218,Julio's Restaurant,10023 NE 183rd St," Mexican, Latin, Vegetarian Friendly",4.5,101,"There are 4-5 Mexican Restaurants about 1 mile from Julio's, Do yourself a favor and go to one of them before you go to Julio's. My wife and I have eaten lunch here a few times and it was fine. In fact, good. This evening...More",+1 425-485-1769,https://www.tripadvisor.com//Restaurant_Review-g58362-d3510939-Reviews-Julio_s_Restaurant-Bothell_Washington.html,Check The Website for a Menu,Bothell, WA
1219,Jungsik,2 Harrison St," Asian, Korean, Gluten Free Options",4.5,272,"Instead of going for the full tasting menu we came here to enjoy their dessert only tasting menu. Understandably, this is served in the bar rather than in the main dining area. Despite this, the service - of both the food and wine - was...More",+1 212-219-0900,https://www.tripadvisor.com//Restaurant_Review-g60763-d2345886-Reviews-Jungsik-New_York_City_New_York.html,Check The Website for a Menu,New York City, NY
1220,Jupiter,2181 Shattuck Ave," American, Bar, Pizza",4.0,324,No comments,+1 510-843-8277,https://www.tripadvisor.com//Restaurant_Review-g32066-d1916307-Reviews-Jupiter-Berkeley_California.html,Check The Website for a Menu,Berkeley, CA
1221,Jus' Jo's,701 W Shaw Ave," American, Vegetarian Friendly",4.5,59,No comments,+1 559-322-1788,https://www.tripadvisor.com//Restaurant_Review-g32225-d2520423-Reviews-Jus_Jo_s-Clovis_California.html,Check The Website for a Menu,Clovis, CA
1222,Just a Taste,116 N Aurora St," American, Spanish, Wine Bar",4.5,533,"On my first visit, I went on a Friday evening at opening. There was line outside, which I thought was promising, considering the reviews.
The room was filled immediately but the wait staff was fairly prompt. Our orders came out in a reasonable amount of...More",+1 607-277-9463,https://www.tripadvisor.com//Restaurant_Review-g47958-d485874-Reviews-Just_a_Taste-Ithaca_Finger_Lakes_New_York.html,Check The Website for a Menu,Ithaca, NY
1223,Just Joel's,1505 W Kennewick Ave," Cafe, Diner",4.5,25,"Have a great breakfast menu,food was great!!you will not regret your visit,an old time drive through feeling.",+1 509-396-3846,https://www.tripadvisor.com//Restaurant_Review-g58536-d13184660-Reviews-Just_Joel_s-Kennewick_Tri_Cities_Washington.html,https://justjoelscafe.com/menu,Kennewick, WA
1224,Justin's Ristorante,234 Lafayette Ave," Italian, Vegetarian Friendly, Gluten Free Options",4.5,128,"Great place to celebrate an occasion or just to go to dinner with your significant other. 
The food is cooked fresh and comes out steaming hot.",+1 973-423-4345,https://www.tripadvisor.com//Restaurant_Review-g46500-d2647887-Reviews-Justin_s_Ristorante-Hawthorne_New_Jersey.html,Check The Website for a Menu,Hawthorne, NJ
1225,K Rico Steakhouse,772 9th Ave," American, Steakhouse, Latin",4.5,3083,Really enjoyed our meal here. Steak was delicious. Biggest baked potato I’ve ever seen. Lots of different dips and owner was really nice. Introduced himself and had a chat,+1 212-757-9393,https://www.tripadvisor.com//Restaurant_Review-g60763-d7617787-Reviews-K_Rico_Steakhouse-New_York_City_New_York.html,Check The Website for a Menu,New York City, NY
1226,Kabob House - Yakima,2706 W Nob Hill Blvd," Mediterranean, Greek, Vegetarian Friendly",4.0,39,excellent Mediterranean cuisine nice small menu. Quiet casual clean environment.Friendly staff great service .,+1 509-469-0504,https://www.tripadvisor.com//Restaurant_Review-g58838-d3973439-Reviews-Kabob_House_Yakima-Yakima_Washington.html,http://www.kabobhouse.com,Yakima, WA
1227,Kanishka,16651 Redmond Way," Indian, Vegetarian Friendly, Vegan Options",4.5,185,"Fantastic food! I thoroughly enjoyed it. We got the buffet, and the variety of flavors was amazing! I would eat there again in a heartbeat.",+1 425-869-9182,https://www.tripadvisor.com//Restaurant_Review-g58702-d2183559-Reviews-Kanishka-Redmond_Washington.html,Check The Website for a Menu,Redmond, WA
1228,Karavalli - Regional Cuisine of India,47 Caroline St," Indian, Vegan Options, Gluten Free Options",4.5,179,"We’ve eaten at many Indian restaurants in NY, NJ, and VA over the past 30 years. Karavalli is up there with the best. The atmosphere is very nice, the food tasted wonderful, and the staff were very friendly.",+1 518-580-1144,https://www.tripadvisor.com//Restaurant_Review-g48562-d916335-Reviews-Karavalli_Regional_Cuisine_of_India-Saratoga_Springs_New_York.html,https://www.mealeo.com/menu?restlink=/saratoga-springs/karavalli-saratoga-springs,Saratoga Springs, NY
1229,Karl Strauss Brewing Company,2390 E Orangewood Ave," American, Bar, Pub",4.5,80,No comments,+1 714-940-1772,https://www.tripadvisor.com//Restaurant_Review-g29092-d10749113-Reviews-Karl_Strauss_Brewing_Company-Anaheim_California.html,http://www.karlstrauss.com/visit/anaheim/#tab-menu,Anaheim, CA
1230,Karl Strauss Brewing Company,600 Wilshire Blvd," American, Brew Pub, Bar",4.5,112,No comments,+1 213-228-2739,https://www.tripadvisor.com//Restaurant_Review-g32655-d11829076-Reviews-Karl_Strauss_Brewing_Company-Los_Angeles_California.html,Check The Website for a Menu,Los Angeles, CA
1231,Karma Indian Cuisine,12623 Meridian E," Indian, Vegetarian Friendly, Vegan Options",4.5,82,"The food  and service was really good and lot's of food while we were there we saw between 10 to 15 orders to go, we will be back there again soon!!",+1 253-770-6276,https://www.tripadvisor.com//Restaurant_Review-g58693-d2389663-Reviews-Karma_Indian_Cuisine-Puyallup_Washington.html,Check The Website for a Menu,Puyallup, WA
